title,date,content
Segunda novia en Primera para Jagoba Arrasate,01/05, 
Dos escenarios en el FC Barcelona con Ronald Araujo,01/05,"Mientras los distintos equipos interesados en el futbolista siguen insistiendo en su posible incorporación, el FC Barcelona valora dos opciones en lo que al futuro de Ronald Araujo se refiere.  "
Harry Kane hace una promesa al Bayern Múnich,01/05, 
Robert Lewandowski tiene un último gran reto con el FC Barcelona,01/05,"Decidido a quedarse en el FC Barcelona la temporada que viene, el delantero de 35 años Robert Lewandowski se enfrenta a un último desafío antes de cerrar la temporada.  "
"El plan del Bayern Múnich con Leroy Sané, al descubierto",01/05, 
Giro completamente inesperado en el futuro de Jürgen Klopp,01/05,"Anunciado su adiós al Liverpool meses atrás, las informaciones acerca de dónde estará el futuro de Jürgen Klopp están a la orden del día.  "
Una vía en Primera para Iñigo Vicente,01/05, 
¡Alarma en el Manchester United! Su gran estrella se replantea el futuro,01/05,Siguen sucediéndose las hipótesis acerca de posibles movimientos en el seno del Manchester United durante el verano que viene. El gran referente del cuadro de Old Trafford ha abierto la puerta a una posible salida.  
El Manchester United puede mandar un portero a Turquía,01/05, 
Vinicius se pone el traje de Balón de Oro,01/05,"La sensacional temporada de Vinicius y su aparición en los momentos clave de la temporada hacen del atacante del Real Madrid, Vinicius Junior, uno de los grandes favoritos para alzarse con el Balón de Oro. Entre sus principales rivales se encuentra un Kylian Mbappé con el que compartirá equipo el próximo curso.  "
Espanyol | ¿Ha elegido nuevo equipo Nico Melamed?,01/05, 
"Juventus y AC Milan pelean un fichaje, cambio en el futuro de Di María",01/05,"Ya es miércoles. Después del apasionante choque de ida de semifinales de Liga de Campeones entre Bayern Múnich y Real Madrid que finalizó con empate a dos, llega el momento de repasar las principales noticias que nos podemos encontrar en las portadas de los diarios más destacados del panorama nacional e internacional. Lo hacemos por medio de nuestra revista de prensa. 
 "
El anuncio del nuevo entrenador del Bayern Múnich se acerca,01/05, 
¿Adiós a Oblak? El Atlético de Madrid prepara un cambio en la portería que nadie esperaba,01/05,"Convertido en uno de los mejores del mundo bajo los palos durante varios años, Jan Oblak está en la puerta de salida. El Atlético de Madrid escuchará ofertas por el esloveno y tiene una alternativa para relevarlo en caso de venta.  "
Impulso al mercado de fichajes del Leicester 2024-2025,01/05, 
El Bayern Múnich ya tiene respuesta a los rumores sobre Alphonso Davies y el Real Madrid,01/05,"En el centro de las miradas debido a las informaciones que lo colocan en el Real Madrid, Alphonso Davies está en el punto de mira. Horas atrás, el director deportivo del Bayern Múnich respondió a la posibilidad de que el futbolista aterrice en la capital de España.  "
FC Barcelona | Una salida toma forma,01/05, 
El Arsenal tiene un fichaje prioritario para la 2024-2025,01/05,"En medio de la pugna con el Manchester City por el título de la Premier League, el Arsenal tiene claro uno de sus principales deseos para la temporada que viene. En concreto, el plantel gunner realizará un esfuerzo para firmar a un pivote que impulse su parcela ancha. "
¿Nuevo guardameta para el Liverpool?,01/05, 
"Marcus Rashford, ¿una oportunidad XXL para el PSG?",01/05,"Da la sensación que el Manchester United está abierto a prescindir de casi toda su plantilla durante el próximo mercado estival. Por tanto, si se confirma la presencia de Marcus Rashford en el escaparate, el Paris Saint-Germain podría reavivar sus esperanzas por el ariete. "
Se prepara una salida a coste cero en el AC Milan,01/05, 
Bayern Múnich | La petición de Ralf Rangnick,30/04, 
Tira y afloja del Real Madrid por Leny Yoro,30/04,"El Real Madrid ha identificado a Leny Yoro como su objetivo número uno para apuntalar el eje central de la retaguardia. Eso sí, deberá seguir trabajando en una propuesta convincente para que el Lille acepte el traspaso de su perla. Además, el zaguero está siendo cortejado por el PSG. "
"El Benfica encuentra a su ""nuevo Alejandro Grimaldo""",30/04, 
"Vinicius, Rodrygo, Ancelotti… las reacciones del Bayern - Real Madrid",30/04,"Una vez ha finalizado el partido que enfrentaba a Bayern Múnich y Real Madrid, llega el momento de repasar las palabras de los principales protagonistas.  "
Jorginho escoge equipo para el próximo curso,30/04, 
Liga de Campeones | Vinicius sostiene al Real Madrid en Múnich,30/04,"El Real Madrid ha sufrido de lo lindo en su visita a Alemania. Pese a aguantar un primer cuarto de hora de infarto del Bayern Múnich y ponerse por delante en el marcador, los blancos veían como el gigante alemán daba la vuelta en la segunda mitad. Finalmente, un tanto de Vinicius desde el punto de penalti cierra el 2-2 final.  "
El Villarreal niega ofertas por dos pilares,30/04, 
El AC Milan lo ha decidido: a tumba abierta por un central,30/04,El AC Milan se está moviendo con antelación para solucionar en verano los problemas que está padeciendo en su entramado defensivo. Es por ello que se encuentra intensificando su vigilancia sobre un central que es importante para Unai Emery en el Aston Villa. 
"Frenkie de Jong, una recurrente patata caliente para el FC Barcelona",30/04, 
Dos clubes preguntan al FC Barcelona por Vitor Roque,30/04,"Son varias las patatas calientes que deberá solventar el FC Barcelona a lo largo del próximo periodo veraniego de fichajes. En esta ocasión, despunta el interés de dos equipos por Vitor Roque, que está viviendo una difícil adaptación en la plantilla de Xavi Hernández. "
Buenas noticias para el FC Barcelona por Sergiño Dest,30/04, 
Luis Enrique asume galones en el PSG a largo plazo,30/04,"Con el ambicioso objetivo de culminar esta campaña con un histórico póker de trofeos, el Paris Saint-Germain intentará imponer su favoritismo en las semifinales de la Champions. Mientras tanto, la entidad de la capital francesa estaría pensando en la renovación de Luis Enrique. "
Thibaut Courtois no disputará la Eurocopa 2024,30/04, 
¿Una oferta de 35 M€ para dejar al Real Madrid sin Ferland Mendy?,30/04,"Ferland Mendy se ha consagrado como uno de los pilares defensivos de un Real Madrid al que permanece ligado hasta junio de 2025. Los blancos pretenden frenar la fuga de su lateral, quien estaría escalando posiciones en los planes de un club de la Premier League. "
¡Ya hay onces del Bayern Múnich - Real Madrid!,30/04, 
FC Barcelona | Un auténtico rompecabezas en los laterales,30/04,"El FC Barcelona deberá tomar decisiones a tener en cuenta en lo que se refiere a la confección de su plantilla. En esta ocasión, desde la Ciudad Condal informan sobre los planes del conjunto presidido por Joan Laporta para ambos carriles. "
Los detalles del acuerdo del Villarreal con Pape Gueye,30/04, 
El plan del Inter de Milán para renovar su portería,30/04,"La directiva del Inter de Milán quiere garantizar la buena salud de su meta durante los próximos años. Por ello, el club trabaja con la idea de fichar al joven Bento, arquero brasileño que, durante un curso, tendría la oportunidad de convivir con el veterano Yann Sommer. "
Rodrygo Goes se sincera sobre su futuro en el Real Madrid,30/04, 
La próxima travesía de Nacho tras su adiós al Real Madrid,30/04,"Nacho Fernández ha tomado la decisión de poner fin a su sensacional periplo en el club de su vida. Ahora, aseguran que el capitán del Real Madrid se habría decantado por poner rumbo a Estados Unidos para competir en la Major League Soccer. "
Erling Haaland pudo condicionar a Robert Lewandowski,30/04, 
Ojo FC Barcelona: el Bayern Múnich reacciona por Leroy Sané,30/04,Hace algunos días se colaba Leroy Sané en el radar de un FC Barcelona que sigue buscando soluciones para fortalecer su plantilla de cara a la temporada que viene. Los catalanes ven ahora cómo desde Alemania cuentan con una baza nueva por el extremo. 
Aparece una vía para Erik Lamela lejos del Sevilla,30/04, 
Real Madrid | Crece la preocupación por Endrick en Brasil,30/04,"Endrick vive otra pequeña sequía con el Palmeiras, a pocas semanas ya de su desembarco definitivo en el Real Madrid. Si bien no parece nada de grave preocupación, comienza a generar en cambio cierta inquietdud en la prensa de su país. "
Vaticinan un retorno a Argentina para Ángel Di María,30/04, 
El Manchester City tiene una amenaza de más de 120 M€ por Kevin De Bruyne,30/04,"Mientras se juegan los títulos más importantes de la temporada, en el Manchester City tienen también tiempo para planificar el nuevo curso. De forma que los citizens no solamente miran potenciales objetivos sino que deben también estar atentos vigilando la continuidad de sus figuras. "
La Juventus se frota las manos por Dean Huijsen,30/04, 
¡El Feyenoord encuentra al recambio de Arne Slot en España!,30/04, 
Real Madrid | La llamativa propuesta que rechazó Arda Güler,30/04,"Tras la marcha de Bryan Zaragoza al Bayern Múnich, el Granada se interesó por la contratación de Arda Güler. El centrocampista turco rechazó la posibilidad de aterrizar en Los Cármenes porque está convencido de que acabará triunfando en el Real Madrid.  "
El anuncio pesimista del padre de Kylian Mbappé,30/04, 
El FC Barcelona toma una decisión con Vitor Roque,30/04,"En el FC Barcelona siguen muy atentos a las maniobras que pueden terminar de definir la siguiente temporada, una vez conocida la continuidad de Xavi Hernández. Y una de las decisiones que se han tomado en primer lugar tienen que ver con el brasileño Vitor Roque. "
¡Vicente Del Bosque vuelve a la primera línea del fútbol español!,30/04, 
Ronaldo Nazario prepara la venta del Real Valladolid,30/04, 
La reunión que puede marcar el futuro de Luka Modric,30/04,"Tras la disputa de las semifinales de la Liga de Campeones, el croata Luka Modric buscará una reunión con Florentino Pérez. En ella, el centrocampista le mostrará su firme deseo de continuar ligado al Real Madrid durante una temporada más.  "
El anuncio del Celta de Vigo sobre Rafa Benítez,30/04, 
Bayern Múnich - Real Madrid | Los onces probables,30/04,"Partido grande esta noche en Europa. Uno de los Clásicos del viejo continente entre dos escuadras que suman 20 Copas de Europa nada menos. Bayern Múnich y Real Madrid abren las semifinales de la Liga de Campeones en el Allianz Arena, en un choque estelar. "
El Real Betis valora un fichaje a coste 0,30/04, 
Bernardo Silva genera dudas razonables en el FC Barcelona,30/04,En la directiva del FC Barcelona hay quien no termina de ver claro el posible fichaje de Bernardo Silva. Su elevado precio y el hecho de que la posición por la que se mueve esté ya bien cubierta son factores que alimentan las dudas. 
FC Barcelona | Se aclara el futuro de Sergi Roberto,30/04, 
La Juventus se marca un objetivo en el PSG,30/04,"Decidida a mejorar las prestaciones de su medular, la Juventus ha situado en su punto de mira a Manuel Ugarte. El uruguayo juega un papel secundario en los planes de Luis Enrique y podría abandonar el París Saint-Germain el verano que viene.  "
Bayern Múnich | Bryan Zaragoza no se rinde,30/04, 
"Un nuevo Clásico para el Real Madrid, Lewandowski rescata al FC Barcelona, el AC Milan se olvida de Lopetegui",30/04,"Un día más, Fichajes.com te da la oportunidad de repasar las portadas de los principales diarios deportivos europeos. El duelo de Liga de Campeones entre Bayern Múnich y Real Madrid o la victoria del FC Barcelona ante el Valencia en Liga son algunos de los temas que hoy marcan la actualidad.  "
El Deportivo Alavés estudia la renovación de su líder,30/04, 
El FC Barcelona trata de colocar a 2 jugadores en Arabia Saudí,30/04,La directiva del FC Barcelona busca acomodo para Ansu Fati y Clément Lenglet. Los catalanes pretenden aprovechar el interés mostrado por varios clubes de Arabia Saudí para cerrar un negocio lo más suculento posible.  
Real Betis | Crece la competencia por Anselmo McNulty,30/04, 
"Kylian Mbappé ""aleja"" a Alphonso Davies del Real Madrid",30/04,El que parece cantado desembarco de Kylian Mbappé en el Real Madrid podría resultar decisivo para que los blancos aparquen su deseo de contratar a Alphonso Davies. Carlo Ancelotti considera que Ferland Mendy podría encajar mejor como lateral zurdo en un equipo en el que el de Bondy actúe como atacante por la izquierda. 
La UD Las Palmas ya busca recambio para García Pimienta,30/04, 
Los espectaculares registros de Viktor Gyökeres,30/04,"Viktor Gyökeres apunta a convertirse en uno de los animadores por excelencia de la próxima ventana veraniega de fichajes. En las filas del Sporting de Portugal, este sensacional delantero está firmando unos guarismos increíbles. Un rendimiento que hace las delicias de la Premier League. "
FC Barcelona | La fría reacción de Deco a la continuidad de Xavi,30/04, 
AS Roma y Juventus de Turín pretenden pescar en el Arsenal,30/04,"Tanto Juventus de Turín como AS Roma están trabajando ya en la confección de sus plantillas de cara a la temporada que viene. Tras el dominio espectacular del Inter de Milán en la Serie A 2023-2024, piamonteses y giallorossi mueven ficha en el mercado. "
Una propuesta de 14 M€ por Duván Zapata,30/04, 
FC Barcelona - Atlético de Madrid | El favorito en la puja por Mason Greenwood,29/04,"Su pase es propiedad del Manchester United, si bien es cierto que Mason Greenwood está destacando claramente durante su cesión en las filas del Getafe. Atleti y Barça están atentos al nivel exhibido por el extremo, un futbolista que tiene otro gran pretendiente en el mercado. "
"FC Barcelona | Xavi Hernández: ""He sentido el respaldo del club""",29/04, 
Beppe Marotta desvela sus planes con Simone Inzaghi,29/04, 
Liga | El FC Barcelona reacciona a tiempo para tumbar al Valencia,29/04,"La fortaleza a balón parado, junto con la expulsión de Giorgi Mamardashvili, ha sido clave en el trabajado triunfo del Barça para situarse de nuevo en la segunda plaza. El Valencia ha ofrecido una imagen fantástica, pero la mala fortuna se ha cebado con el equipo de Rubén Baraja. Y Robert Lewandowski, clave con tres dianas en la segunda mitad. "
Manchester United | Los únicos tres intocables del proyecto,29/04, 
La clasificación de máximos goleadores continentales,29/04,Repasamos la clasificación de los que están siendo los grandes realizadores en los principales campeonatos europeos en lo que llevamos de temporada 2023-2024. 
Robert Lewandowski zanja cualquier debate en el FC Barcelona,29/04, 
Arda Güler y la tentadora promesa del Real Madrid,29/04,"El Real Madrid confía plenamente en un Arda Güler que está intentando aprovechar cada oportunidad que le concede Carlo Ancelotti. Tras su decisiva diana en el campo de la Real Sociedad, se espera que disfrute de más minutos en el tramo decisivo de esta campaña en Liga. "
Simon Kjaer planea un cambio de aires,29/04, 
El Arsenal busca sellar un refuerzo de 75 M€,29/04,"En medio de la carrera por conquistar la Premier League, el Arsenal también se está preparando para las grandes maniobras del mercado. Así las cosas, el conjunto dirigido por Mikel Arteta se ha sumado con fuerza a una pelea de la que ya forman parte PSG y Manchester United. "
Asier Villalibre escoge su próximo club,29/04, 
El FC Barcelona tiene una complicada petición para el PSG,29/04,"Una vez que se ha confirmado la continuidad de Xavi Hernández al frente de su proyecto, el FC Barcelona deberá agudizar el ingenio para apuntalar su proyecto. De hecho, despunta un interesante objetivo en un Paris Saint-Germain que ha sido su verdugo en la Champions. "
Ya hay alineaciones de FC Barcelona y Valencia,29/04, 
La venta de 15 M€ por la que suspira el Real Madrid,29/04,"El Real Madrid trabaja en la operación salida de esos futbolistas que no tienen sitio en su planificación deportiva. Por tanto, hay un asunto a abordar con detenimiento porque tiene como protagonista a un Reinier Jesus que sigue sin tener muchos minutos en la élite del deporte rey. "
Arne Slot ultima su llegada al Liverpool,29/04, 
Robin Le Normand deja la pelota en el tejado del Atlético de Madrid,29/04,"El Atleti ha dado prioridad absoluta a la adquisición de un nuevo mariscal para su plantel. En ese aspecto, parece que Robin Le Normand, pilar defensivo de la Real Sociedad, sería el objetivo número uno de la escuadra de Diego Simeone para el mercado veraniego de 2024. "
"Mendy, Bayern Múnich, la Champions… Carlo Ancelotti analiza la actualidad del Real Madrid",29/04, 
"Real Madrid | Fede Valverde: ""Tenemos defensas de clase mundial""",29/04, 
Dos clubes europeos se fijan en una pieza del FC Barcelona,29/04,"La Masia es una mina de oro para un Barça que siempre cuida lo mejor posible la ilusionante factoría de talentos que tiene a su entera disposición. Precisamente, una de esas joyas se ha abierto paso en la lista de la compra de Arsenal y Borussia Dortmund. "
¿Revolución inminente en el mercado de la Premier?,29/04, 
Ojo Real Madrid: una oferta XXL por Aurélien Tchouaméni,29/04,Aurélien Tchouaméni ha dado un paso al frente para asumir galones en el Real Madrid gracias a su polivalencia para desempeñarse en la zaga y en la medular. De ahí que el futbolista esté siendo cortejado por uno de los clubes más destacados del panorama europeo. 
Crece la competencia por Johan Bakayoko,29/04, 
"Arsenal, Liverpool y Manchester United comparten objetivo de 64 M€",29/04,"La notable temporada que viene firmando el joven Carlos Baleba no ha pasado desapercibida para los grandes clubes de la Premier League. Su actual equipo, el Brighton, se plantearía darle salida por ofertas que ronden los 64 M€- "
Alexis Sánchez busca nuevos retos,29/04, 
Real Madrid | Examen de Champios para un futurible,29/04,"El Real Madrid aprovechará el duelo de Liga de Campeones que mañana mismo le mide al Bayern Múnich para testar el rendimiento de un futbolista que resulta muy interesante de cara al futuro, el atacante  alemán Jamal Musiala.  "
El Eldense mantiene la confianza en su técnico,29/04, 
Unai Emery acecha a un nuevo jugador del Villarreal,29/04, 
Nuevo giro en el futuro de Mohamed Salah,29/04,"Aunque ha sido tanteado por varios clubes saudís, el egipcio Mohamed Salah no se plantea abandonar la disciplina del Liverpool al término de la temporada. Todas las partes en juego creen que el jugador desea permanecer, un curso más, en Anfield Road.  "
Athletic Club | Jon Uriarte aclara el futuro de Ernesto Valverde,29/04, 
El Atlético busca la fórmula para deshacerse de Joao Félix,29/04,"Consciente de que el FC Barcelona no abonará grandes cantidades por él, la directiva del Atlético de Madrid se ha mostrado abierta a aceptar algún tipo de intercambio por el atacante portugués Joao Félix. Los rojiblancos no quieren que el delantero regrese al Metropolitano. "
El FC Barcelona encarrila una renovación clave,29/04, 
Liverpool | Arne Slot impulsa un fichaje de 30 M€,29/04,"Si finalmente completa su aterrizaje en el Liverpool y se convierte en el sucesor de Jürgen Klopp, el técnico neerlandés Arne Slot podría llegar a Anfield Road acompañado de un zaguero, su compatriota Lutsharel Geertruida. En la actualidad, ambos defienden los intereses del Feyenoord.  "
Thiago Silva se despide del Chelsea,29/04, 
Bayer Leverkusen | Una campaña de ensueño para Alejandro Grimaldo,29/04, 
El movimiento que aleja a Franco Mastantuono del FC Barcelona,29/04,"Diversos clubes han comenzado a valorar la posibilidad de lanzar una ofensiva por Franco Mastantuono. Si alguno logra cristalizar un acuerdo, el FC Barcelona dirá adiós a sus opciones de reclutarle. Los azulgranas habían pospuesto su ofensiva hasta contar con el capital necesario para poder cerrar su contratación.  "
El Inter de Milán descarta 2 fichajes,29/04, 
"El nuevo reto de Antonio Rüdiger, duelo de intereses entre FC Barcelona y Valencia, el incierto futuro de Massimiliano Allegri",29/04,"Como cada día, Fichajes.com te ofrece la oportunidad de repasar las portadas de los principales diarios deportivos europeos. El inminente duelo entre Antonio Rüdiger y Harry Kane o el partido que en unas horas mide a FC Barcelona y Valencia son algunos de los temas que hoy marcan la actualidad.  "
El Athletic Club debe aclarar el futuro de 2 secundarios,29/04, 
FC Barcelona | La delicada situación de Vitor Roque,29/04,"Reclutado el pasado mes de enero por cerca de 40 M€, el brasileño Vitor Roque no ha logrado aún ganarse la plena confianza de Xavi Hernández. Si la situación no varia o el FC Barcelona no logra ampliar su margen de Fair Play Financiero, el delantero podría salir cedido este verano.  "
Guiño de Joshua Kimmich a Real Madrid y FC Barcelona,29/04, 
El Real Madrid baraja 2 opciones para reforzar el lateral izquierdo,29/04,"La directiva del Real Madrid sigue trabajando en el fichaje de Alphonso Davies. Eso sí, la entidad no pagará más de la cuenta por un jugador que acaba contrato en 2025. Además, en el club baraja un plan alternativo para reforzar el costado zurdo de la zaga.  "
"El Celta de Vigo se ahorra un pago de 1,5 M€",29/04, 
Cuatro opciones en el Nápoles para suplir a Victor Osimhen,29/04,"El incierto destino de Victor Osimhen pone en jaque a un Nápoles que asume el posible adiós de una de sus estrellas. Pieza clave en la consecución del trofeo de la Serie A 2022-2023, el ariete hace las delicias del PSG. De ahí que los partenopeos trabajen en la sucesión del nigeriano. "
Álex Baena se deja querer por el FC Barcelona,29/04, 
Manchester City | La amenaza que sobrevuela por Kyle Walker,29/04,"Kyle Walker estuvo cerca de cambiar de aires durante el pasado verano. Sin embargo, se acabaría quedando en un Manchester City donde es uno de los pilares del sistema defensivo de Pep Guardiola. De todos modos, reaparece en escena un pretendiente de altos vuelos para el zaguero. "
¿Peligra la continuidad de Virgil van Dijk en el Liverpool?,29/04, 
Batalla de 60 M€ entre Arsenal y Manchester United,29/04,"La Premier League lleva tiempo liderando con holgura el mercado de traspasos en materia de inversión. Así las cosas, este periodo estival de 2024 se antoja decisivo para Manchester United y Arsenal. Dos escuadras que han cruzado intereses para apuntalar sus respectivas plantillas. "
Villarreal | Álex Baena destapa el tarro de las esencias,29/04, 
Pepelu será monitorizado por Xavi Hernández,28/04, 
Sitúan al Real Madrid en cabeza por un joven guardameta,28/04,"El Real Madrid siempre está al acecho de la eclosión de futbolistas que pueden acabar despuntando en verdaderas estrellas. En esta ocasión, estaría estrechando el cerco sobre una joya del Trabzonspor que implicaría una inversión de 10 M€. "
Keylor Navas busca acomodo lejos del PSG,28/04, 
Fichajes Atlético | Otro invitado a la carrera por Alessandro Buongiorno,28/04,"A la caza y captura de un nuevo central para su proyecto, el Atleti se encuentra pendiente de la situación de Alessandro Buongiorno. En las filas del Torino, este futbolista continúa sumando pretendientes para futuras ventanas de transferencias. "
Aviso a navegantes del Bayer Leverkusen por Jonathan Tah,28/04, 
El sensacional doble golpe de 260 M€ con el que sueña el PSG,28/04,"El Paris Saint-Germain tiene la ambición de firmar una campaña histórica con un posible póker de títulos. Mientras tanto, en relación con sus planes estivales, el conjunto dirigido por Luis Enrique estaría decidido a poner la carne en el asador por dos jóvenes estrellas de la Bundesliga. "
"El favorito para el banquillo de la Juventus, al descubierto",28/04, 
FC Barcelona | Se prepara una propuesta descomunal por Ronald Araujo,28/04,"Ronald Araujo es uno de los pesos pesados del vestuario de un Barça que, con motivo de su situación financiera, se verá en la necesidad de dar forma a una venta XXL. Es por ello que despunta una oferta espectacular de la Premier League que podría propiciar el adiós del central uruguayo. "
"""Musiala es un jugador de fútbol que nos gusta ver""",28/04, 
Un notable obstáculo para el Atlético de Madrid por Crysencio Summerville,28/04,"El Atleti forma parte de la carrera por un Crysencio Summerville que puede ser uno de los animadores del periodo estival de traspasos. El Leeds United no dejará partir a su joven futbolista por menos de 50 M€, mientras que la Premier League presiona por el atacante. "
Premier | El Manchester City hace los deberes ante el Nottingham Forest,28/04, 
Vinícius tiene claro su destino en el Real Madrid,28/04,"El Real Madrid sabe que tiene un tesoro con Vinícius, quien se ha consolidado ya como uno de los mejores atacantes del planeta. Un futbolista brasileño que, además, está preparado para el ""reto"" de compartir demarcación con el codiciado Kylian Mbappé en la vanguardia merengue. "
Inter | Los fantásticos guarismos de Hakan Çalhanoglu,28/04, 
La oferta que aleja a Khvicha Kvaratskhelia del FC Barcelona,28/04,"Ambicioso objetivo del FC Barcelona para el extremo izquierdo, Khvicha Kvaratskhelia será un fichaje muy complicado para los catalanes. El extremo georgiano es una de las estrellas del Nápoles, que se niega a venderlo y ya mueve ficha para evitar su salida. "
Mauricio Pochettino planifica el mercado estival del Chelsea,28/04, 
Cuidado Real Madrid: se confirma la competencia por Franco Mastantuono,28/04,"El Real Madrid no tiene prisa en la carrera por Franco Mastantuono, si bien es cierto que River Plate ha desvelado el interés de los grandes clubes europeos. Por tanto, los blancos ya estarían al corriente de la feroz batalla que va a desatarse por una joya que tiene un precio de venta de 45 M€. "
Premier | El Arsenal sabe sufrir para reinar en el Derbi del Norte de Londres,28/04, 
La oportunidad de Isco en el derbi de Sevilla,28/04, 
El Manchester United se fía a Jorge Mendes para cerrar un fichaje XXL,28/04,"Presidente de Gestifute, una de las agencias de representación más grandes del mundo, el Manchester United quiere aprovechar su relación con Jorge Mendes para tratar de cerrar un fichaje clave para la medular. "
Las dos siguientes renovaciones que prepara el Athletic Club,28/04, 
El FC Barcelona ya conoce la decisión de Robert Lewandowski,28/04,"Agente libre en 2026, el nombre de Robert Lewandowski ha sido uno de los más calientes para una posible salida del FC Barcelona. Indiscutible para Xavi en el eje del ataque culé, el polaco ha trasladado su voluntad al club. "
Se desvela el precio de salida de Loïs Openda en el RB Leipzig,28/04, 
El gran dilema de Carlo Ancelotti para el partido contra el Bayern Múnich,28/04,"Tras solventar, con los suplentes, el partido contra la Real Sociedad, el Real Madrid se prepara para uno de los partidos más importantes de la temporada: la ida de las semifinales de Champions League contra el Bayern. Un partido en el que Carlo Ancelotti deberá resolver el enigma de la pareja de centrales.  "
El AC Milan encarrila una venta de 10 M€,28/04, 
¡Xavi no da por cerrada la salida de Vitor Roque!,28/04,"Fuera de los planes de Xavi durante las últimas semanas, el técnico del FC Barcelona no descarta la salida como cesión de Vitor Roque. Se abre un nuevo escenario para el delantero del Barça, cuyo futuro será reevaluado a final de temporada. "
El primer fichaje de la nueva era del Oporto,28/04, 
"Raúl, dueño de su destino en el Real Madrid",28/04,"Confirmada la salvación del filial del Real Madrid, que continuará otro año más en Primera Federación, el futuro de Raúl en el Castilla sigue en el aire. El madrileño, que ha tenido varias ofertas de LaLiga o Alemania, deberá tomar una decisión. "
AC Milan | Monchi respalda la candidatura de Lopetegui ,28/04, 
La Juventus trabaja en dos grandes renovaciones ,28/04,"Cerca de certificar su presencia a la próxima edición de la Liga de Campeones, la Juventus sigue dando forma al proyecto deportivo. En ese sentido, el conjunto turinés quiere cerrar cuanto antes la renovación de dos titulares en la parcela ofensiva. "
Federico Redondo elige equipo en LaLiga,28/04, 
¡Ojo FC Barcelona! El Bayern de Múnich abre la puerta a Joshua Kimmich,28/04,"Agente libre en junio de 2025, el Bayern de Múnich no considera intransferible a Joshua Kimmich. De hecho, en caso de recibir una buena oferta, el club bávaro estaría dispuesto a enseñarle la puerta de salida al polivalente centrocampista. Una oportunidad de oro para el FC Barcelona, que tiene en Kimmich su principal objetivo para la medular. "
El objetivo de Sergio Ramos en el Sevilla,28/04, 
Una opción en Alemania para Nacho,28/04,"Agente libre a final de temporada, todo apunta a que esta será la última campaña de Nacho en las filas del Real Madrid. El central, que ha tenido un rendimiento irregular durante el curso, habría decidido probar una nueva aventura lejos de Madrid. Y ya han llegado las primeras ofertas. "
Desvelan el salario de Lopetegui en el AC Milan,28/04, 
"El FC Barcelona acaricia otra Champions League Femenina, se consuma la revolución en el Oporto",28/04,"Como cada día, Fichajes.com te da la oportunidad de repasar las portadas de los principales diarios deportivos europeos. La clasificación del FC Barcelona a la final de la Champions League femenina o el nuevo mandato de André Vilas-Boas en el Oporto son las grandes noticias de la jornada. "
Lucas Paquetá alude a los rumores de salida,28/04, 
El último servicio de Take Kubo al Real Madrid,28/04,"Brillando en las filas de la Real Sociedad tras no tener espacio en el Real Madrid, el habilidoso jugador nipón todavía puede prestar un último servicio al cuadro blanco. "
El elogio de Lewandowski a Carlo Ancelotti,28/04, 
Atención Manchester United: un objetivo se pone a tiro,28/04,"El Manchester United se prepara para las principales maniobras con vistas a la próxima sesión estival del mercado. Es por ello que contempla diferentes pistas para su plantilla, despuntando una interesante oportunidad para apuntalar su sala de máquinas. "
Real Madrid | Dani Carvajal continúa imparable,28/04, 
Kaoru Mitoma desata un estelar duelo en la Premier League,28/04,"El Brighton lleva tiempo caracterizándose por la apuesta por el talento joven y por una propuesta futbolística realmente sugerente de la mano de su entrenador Roberto De Zerbi. Por tanto, no sorprende que un futbolista de la calidad de Kaoru Mitoma esté en el radar de los grandes clubes ingleses. "
Vaticinan una propuesta del Arsenal por Joshua Zirkzee,28/04, 
"Atlético de Madrid | Diego Simeone: ""Tuvimos la suerte de mostrar contundencia""",27/04, 
"Amadou Onana, la pista que se enfría para el FC Barcelona",27/04,"A la caza y captura de un nuevo pivote para apuntalar su centro del campo, el FC Barcelona está muy pendiente del impacto de Amadou Onana. Sin embargo, la salvación del Everton en la Premier League complica en demasía su aterrizaje en la Ciudad Condal. "
Harry Kane no suelta el pie del acelerador,27/04, 
Liga | El Atlético de Madrid impone su ley contra el Athletic Club,27/04,"Victoria de prestigio del Atlético de Madrid, siendo tres puntos fundamentales en la carrera por acceder a la siguiente edición de la Liga de Campeones. Una batalla de pizarras que se ha decantado de forma favorable para el cuadro comandado por Diego Pablo Simeone. "
Arabia Saudí pretende pescar en el Real Betis,27/04, 
Luka Modric cambia de posición en el Real Madrid,27/04,"Agente libre a final de temporada, Luka Modric apuntaba a ser una de las bajas del Real Madrid versión 2024-2025. Sin embargo, parece que ha aceptado su rol más secundario para seguir aportando experiencia y minutos de calidad cuando la ocasión lo requiera. "
Manchester United | Los dos principales candidatos para el banquillo,27/04,"Erik ten Hag no tendría precisamente garantizada su continuidad al frente de un Manchester United que sigue alternando luces y sombras en la Premier League. Así las cosas, son varios los perfiles que están estudiando sus dirigentes para la hipotética sucesión del neerlandés en verano. "
Warren Zaïre-Emery estira su lazo con el PSG,27/04, 
¿Golpe de la Lazio a la Fiorentina?,27/04, 
