description,date,sentiment
Barça pleads with the RFEF to not call up Ferran Torres  MUNDO DEPORTIVO,"(13, 3, 2024)",NEGATIVE
Injured FC Barcelona Star Could Make Napoli Champions League Comeback  Forbes,"(10, 3, 2024)",NEGATIVE
The Return of Marcos Alonso and the Prudent Approach with Ferran Torres  Everything Barca,"(11, 3, 2024)",POSITIVE
"Ferran Torres ruled out of Napoli clash, could return against Atletico Madrid  Barca Blaugranes","(11, 3, 2024)",NEGATIVE
Barcelona ask Spain not to call Torres up to avoid worse injuries  BeSoccer EN,"(13, 3, 2024)",NEGATIVE
"The Barça, waiting for the evolution of Ferran Torres  FC Barcelona Noticias","(10, 3, 2024)",NEGATIVE
Barcelona set for injury boost with four key players aiming to return for PSG clash  Barca Universal,"(15, 3, 2024)",POSITIVE
"FC Barcelona Injured Stars Expected To Return For Champions League Quarterfinals, Reports Mundo Deportivo  Forbes","(13, 3, 2024)",NEGATIVE
"Xavi, gearing up Ferran Torres for the match against Naples  MUNDO DEPORTIVO","(10, 3, 2024)",POSITIVE
Ferran Torres still not back in training for Barcelona ahead of Napoli UCL tie  Barca Blaugranes,"(11, 3, 2024)",NEGATIVE
Marcos Alonso is back; Ferran close to return  BeSoccer EN,"(8, 3, 2024)",NEGATIVE
"Xavi talks Lamine, Cubarsi, Christensen, Ferran, Laporta ahead of Barcelona vs Napoli  Barca Universal","(11, 3, 2024)",POSITIVE
Barça's firm stance! The club calls on Spain to rest Ferran Torres during the international break  FC Barcelona Noticias,"(13, 3, 2024)",POSITIVE
Ferran Torres is training normally and will play with Barça again when he returns from the break  FC Barcelona Noticias,"(19, 3, 2024)",POSITIVE
PSG vs. Barcelona: Who Will Be Fit to Play in the Crucial Tie?  Everything Barca,"(17, 3, 2024)",NEGATIVE
Barça and PSG dealing with injuries ahead of quarterfinal showdown  MUNDO DEPORTIVO,"(15, 3, 2024)",NEGATIVE
FC Barcelona Receives Late Double Injury Blow Ahead Of Atletico Madrid  Forbes,"(17, 3, 2024)",NEGATIVE
Barcelona set for injury boost with four key players aiming to return for PSG clash  Barca Universal,"(15, 3, 2024)",POSITIVE
'Signings' for the Metropolitano! Ferran Torres and Marcos Alonso will be against Atlético  FC Barcelona Noticias,"(16, 3, 2024)",POSITIVE
Joao Cancelo Injury Raise Concern for FC Barcelona  beIN SPORTS,"(17, 3, 2024)",NEGATIVE
Barcelona squad named for Atlético Madrid  Barca Blaugranes,"(17, 3, 2024)",POSITIVE
Ferran and Marcos weigh their choices for Atleti  MUNDO DEPORTIVO,"(16, 3, 2024)",NEGATIVE
"Xavi talks Felix, Cubarsi, Ferran, Christensen, Memphis, PSG ahead of Atletico Madrid vs Barcelona  Barca Universal","(16, 3, 2024)",POSITIVE
"Unexpected drop! Joao Cancelo, out of the important Atlético-Barça  FC Barcelona Noticias","(17, 3, 2024)",POSITIVE
Exciting update from Barça session: Ferran and two other young players making headlines!  MUNDO DEPORTIVO,"(15, 3, 2024)",POSITIVE
Barcelona receive major injury boost ahead of Atletico Madrid match  Barca Universal,"(15, 3, 2024)",POSITIVE
"Who should be the wingers for Barça 24/25? Duel between Ansu, Joao Félix, Ferran and Raphinha  FC Barcelona Noticias","(20, 3, 2024)",NEGATIVE
Xavi has already decided Barcelona’s starting lineup for PSG game – report  Barca Universal,"(21, 3, 2024)",NEGATIVE
Ferran Torres Feels Right at Home at the Oceanogràfic  MUNDO DEPORTIVO,"(23, 3, 2024)",POSITIVE
Xavi on suing reporters: 'I won't tolerate lies'  ESPN,"(29, 3, 2024)",NEGATIVE
Barcelona receive massive injury boost ahead of Las Palmas and PSG clash – report  Barca Universal,"(26, 3, 2024)",POSITIVE
"Chelsea ‘attracted’ to Barcelona forward, with new boss key to transfer of former Prem star  TEAMtalk","(23, 3, 2024)",POSITIVE
Barcelona have concerns over four injury issues following international break  Football Espana,"(27, 3, 2024)",NEGATIVE
"Barcelona Team News at Las Palmas: Cancelo, Kounde, Pedri, De Jong, Torres  The Sports Bank","(25, 3, 2024)",NEGATIVE
Injury update: Barcelona second top-scorer aiming to return vs Las Palmas  Barca Universal,"(23, 3, 2024)",POSITIVE
Football transfer rumours: Mbappe promised two Real Madrid signings; Man Utd step up Bremer chase  90min UK,"(23, 3, 2024)",NEGATIVE
"Exciting news! Iñigo Martínez and Xavi have a special plan in place, involving five talented young players Stay tuned!  MUNDO DEPORTIVO","(27, 3, 2024)",POSITIVE
"Xavi talks Lamine, Ferran, Lewandowski, Roque, Cubarsi, Gundogan ahead of Barcelona vs Las Palmas  Barca Universal","(29, 3, 2024)",POSITIVE
Barcelona youngster expected to start against Brazil for Spain tonight  Barca Universal,"(26, 3, 2024)",POSITIVE
Why did Barcelona star Ferran Torres break up with his girlfriend Sira Martinez?  FirstSportz,"(26, 3, 2024)",NEGATIVE
Chelsea interested in a move for ex-Manchester City star playing in Spain  A Stamford Bridge Too Far,"(23, 3, 2024)",NEGATIVE
Ferran Torres returns after 59 days out  FC Barcelona,"(30, 3, 2024)",POSITIVE
FC Barcelona Confirms Player’s Injury Comeback  Forbes,"(30, 3, 2024)",POSITIVE
Xavi confirms that Ferran Torres is coming back  MUNDO DEPORTIVO,"(30, 3, 2024)",POSITIVE
Ferran Torres came close to scoring in his long-awaited return with Barça  FC Barcelona Noticias,"(31, 3, 2024)",POSITIVE
Ferran Torres back for the visit of Las Palmas  FC Barcelona,"(30, 3, 2024)",POSITIVE
Ferran Torres to be available to face Las Palmas in La Liga  BeSoccer EN,"(30, 3, 2024)",POSITIVE
"Xavi talks Lamine, Ferran, Lewandowski, Roque, Cubarsi, Gundogan ahead of Barcelona vs Las Palmas  Barca Universal","(29, 3, 2024)",POSITIVE
Predicted Barcelona lineup against Las Palmas: Yamal in for Felix; Cancelo to return  The Hard Tackle,"(30, 3, 2024)",NEGATIVE
Xavi on suing reporters: 'I won't tolerate lies'  ESPN,"(29, 3, 2024)",NEGATIVE
"Barcelona vs Las Palmas, La Liga: Team News, Match Preview  Barca Blaugranes","(30, 3, 2024)",POSITIVE
"EA FC 24 Club 99 Shooting Evolution: Best players to use, all upgrades, requirements, and more  Sportskeeda","(30, 3, 2024)",POSITIVE
Shared histories between FC Barcelona and PSG  FC Barcelona,"(5, 4, 2024)",POSITIVE
Paris Saint-Germain's interest in Gavi remains alive  FC Barcelona Noticias,"(8, 4, 2024)",POSITIVE
Barcelona have seven players at risk of Champions League second-leg ban ahead of PSG tie  Barca Blaugranes,"(8, 4, 2024)",NEGATIVE
Selection dilemma: Who should start on Barcelona's left wing ahead of the Champions League clash against PSG?  Barca Universal,"(5, 4, 2024)",NEGATIVE
Ilkay Gundogan hits stoppage-time winner to guide Barcelona past Las Palmas  beIN SPORTS,"(1, 4, 2024)",POSITIVE
The scoop on Lamine Yamal's football and personal test with his top three young stars  MUNDO DEPORTIVO,"(5, 4, 2024)",POSITIVE
Barcelona and PSG Players Facing Suspension Threat Ahead of UCL First Leg Clash  PSG Talk,"(8, 4, 2024)",NEGATIVE
Raphinha deserves to be Barça's long-awaited left winger 24/25  FC Barcelona Noticias,"(1, 4, 2024)",POSITIVE
"Ferran Torres, Pedri, Lamine Yamal… Barça's 1x1 in the victory against Cádiz  FC Barcelona Noticias","(13, 4, 2024)",POSITIVE
PREVIEW | Paris Saint-Germain v FC Barcelona  FC Barcelona,"(10, 4, 2024)",POSITIVE
Cadiz 0-1 Barcelona: Joao Felix scores Bicycle kick as Barca coast to victory  VAVEL.com,"(13, 4, 2024)",POSITIVE
"PSG vs Barcelona final score, result, stats as Raphinha, Christensen seal incredible UEFA Champions League win  Sporting News","(10, 4, 2024)",POSITIVE
Torres To Lead The Line | 4-3-3 Barcelona Predicted Lineup Vs Cadiz  OneFootball - English,"(11, 4, 2024)",POSITIVE
Barcelona have seven players at risk of Champions League second-leg ban ahead of PSG tie  Barca Blaugranes,"(8, 4, 2024)",NEGATIVE
Joao Felix pulls off another magic trick on the field  MUNDO DEPORTIVO,"(13, 4, 2024)",POSITIVE
Barcelona predicted lineup vs PSG today - Champions League  90min UK,"(10, 4, 2024)",POSITIVE
"Lamine Yamal, Ronald Araújo, Frenkie de Jong... Barça's 7 warned against PSG  FC Barcelona Noticias","(9, 4, 2024)",NEGATIVE
Five Barcelona players at risk of missing UCL semi-final first leg due to suspension  Barca Universal,"(14, 4, 2024)",NEGATIVE
Football: Soccer - Barca boosted by win at PSG ahead of biggest week of the season  The Star Online,"(12, 4, 2024)",POSITIVE
WATCH: Barcelona players laugh off PSG ultras’ intimidation tactics ahead of Champions League showdown  Football Espana,"(10, 4, 2024)",POSITIVE
Barça's Player Ratings in 1-0 Victory over Cádiz  MUNDO DEPORTIVO,"(13, 4, 2024)",POSITIVE
Paris Saint-Germain's interest in Gavi remains alive  FC Barcelona Noticias,"(8, 4, 2024)",POSITIVE
The return of the best Joao Felix 'clashes' with Raphinha's best moment  FC Barcelona Noticias,"(15, 4, 2024)",POSITIVE
Ferran Torres' showjumper ex-girlfriend - daughter of PSG boss Luis Enrique - starts dating Barcelona star's Spain team-mate just months before Euro 2024  Goal.com,"(17, 4, 2024)",NEGATIVE
Luis Enrique’s daughter dating second Spain international after split with Barcelona’s Ferran Torres  Football Espana,"(18, 4, 2024)",POSITIVE
"Spain's love swap! Former Man City star Ferran Torres' ex-girlfriend, who is the daughter of PSG manager Luis  Daily Mail","(17, 4, 2024)",POSITIVE
PSG boss’s Luis Enrique’s daughter ‘moves on from ex-Premier League star Ferran Torres as she dates his tea...  The Sun,"(17, 4, 2024)",POSITIVE
Arsenal make £25m 'offer' for ex-Premier League star at the 'request' of Arteta  Football365,"(17, 4, 2024)",NEGATIVE
Ferran Torres' showjumper ex-girlfriend - daughter of PSG boss Luis Enrique - starts dating Barcelona star's Spain team-mate just months before Euro 2024  Goal.com,"(17, 4, 2024)",NEGATIVE
The return of the best Joao Felix 'clashes' with Raphinha's best moment  FC Barcelona Noticias,"(15, 4, 2024)",POSITIVE
FC Barcelona-Paris Saint-Germain: Xavi's squad list for the second leg of the Champions League quart  FC Barcelona Noticias,"(16, 4, 2024)",POSITIVE
Barter in sight? Atlético is exploring whether to propose a Joao - Ferran Torres exchange to Barça  FC Barcelona Noticias,"(29, 4, 2024)",NEGATIVE
Barcelona’s Lewandowski dilemma – and why planning without him is risky - The Athletic  The New York Times,"(29, 4, 2024)",NEGATIVE
Aston Villa ready to try €30m transfer move for Barcelona star after contacting player’s agent  CaughtOffside,"(24, 4, 2024)",NEGATIVE
Match Report: 10-man Valencia CF fall to defeat away to FC Barcelona (4-2)  Valencia CF,"(29, 4, 2024)",NEGATIVE
Atletico Madrid exploring a formula with Barcelona over Joao Felix  Barca Universal,"(29, 4, 2024)",POSITIVE
Why Xavi's decision to stay at Barcelona benefits everyone  theScore,"(25, 4, 2024)",POSITIVE
Barcelona 4-2 Valencia: Goals and highlights - LaLiga EA Sports 23/24  Marca English,"(29, 4, 2024)",POSITIVE
Valencia hasn't taken down Barça on their home turf since 2016  MUNDO DEPORTIVO,"(23, 4, 2024)",POSITIVE
Atletico Madrid want swap deal with Barcelona for Joao Felix  Football Espana,"(29, 4, 2024)",NEGATIVE
Lamine Yamal's Stellar Debut at the Bernabéu: By the Numbers  MUNDO DEPORTIVO,"(22, 4, 2024)",POSITIVE
FC Barcelona-Valencia CF: Xavi's squad list for LaLiga matchday 33  FC Barcelona Noticias,"(29, 4, 2024)",POSITIVE
"Baraja: “We’ll try to do things right to compete at our best against FC Barcelona""  Valencia CF","(29, 4, 2024)",POSITIVE
"Barça, the team that takes the most advantage of its disruptive players in LaLiga  FC Barcelona Noticias","(27, 4, 2024)",POSITIVE
John Terry REVEALS toughest 4 Premier League opponents during his career  MUNDO DEPORTIVO,"(24, 4, 2024)",POSITIVE
Barça does not rule out Vitor Roque leaving on loan this summer  FC Barcelona Noticias,"(26, 4, 2024)",POSITIVE
Barça will put Ferran Torres on the market with certain conditions  FC Barcelona Noticias,"(30, 4, 2024)",NEGATIVE
Ferran is feeling angry after Valencia win  MUNDO DEPORTIVO,"(30, 4, 2024)",NEGATIVE
Xavi will seek a better replacement if Barcelona decide to sell ‘important’ forward  Barca Universal,"(30, 4, 2024)",NEGATIVE
Barter in sight? Atlético is exploring whether to propose a Joao - Ferran Torres exchange to Barça  FC Barcelona Noticias,"(29, 4, 2024)",NEGATIVE
Atletico Madrid exploring a formula with Barcelona over Joao Felix  Barca Universal,"(29, 4, 2024)",POSITIVE
Barcelona’s Lewandowski dilemma – and why planning without him is risky - The Athletic  The New York Times,"(29, 4, 2024)",NEGATIVE
Barcelona make 'three players untouchable' ahead of summer transfer window  SPORTbible,"(1, 5, 2024)",POSITIVE
Barça will consider the sale of Ferran Torres to make cash  FC Barcelona Noticias,"(7, 5, 2024)",NEGATIVE
Inter Milan Interested In Barcelona & Spain Forward – Asking Price Revealed  SempreInter.com,"(2, 5, 2024)",NEGATIVE
Inter Milan Interested In Barcelona & Spain Forward – Asking Price Revealed  OneFootball - English,"(2, 5, 2024)",POSITIVE
Three Barcelona players receive massive Euro 2024 boost – report  Barca Universal,"(3, 5, 2024)",POSITIVE
"Footballers' daughters who have dated sports stars: Maria Guardiola's fling with Dele Alli, Hollie Shearer's l  Daily Mail","(5, 5, 2024)",POSITIVE
Napoli weighing Khvicha Kvaratskhelia swap with Barcelona - report  Barca Blaugranes,"(3, 5, 2024)",NEGATIVE
Barcelona make 'three players untouchable' ahead of summer transfer window  SPORTbible,"(1, 5, 2024)",POSITIVE
Laporta's 25 new players ready to hit the field this season  MUNDO DEPORTIVO,"(1, 5, 2024)",POSITIVE
Italian media: Napoli open to swap deal with Barcelona for Khvicha Kvaratskhelia  Football Espana,"(2, 5, 2024)",NEGATIVE
Napoli could consider a swap with Barca for Kvaratskhelia  FC Barcelona Noticias,"(2, 5, 2024)",NEGATIVE
Six potential transfer operations and only one untouchable at FC Barcelona  Barca Universal,"(2, 5, 2024)",NEGATIVE
Barcelona will listen to summer offers for all-but one of their forwards  Football Espana,"(1, 5, 2024)",POSITIVE
Nico Williams is Barça's favorite left winger ahead of this summer market  FC Barcelona Noticias,"(4, 5, 2024)",POSITIVE
Five player decisions that furious Barcelona president has made for club’s future  Barca Universal,"(5, 5, 2024)",NEGATIVE
’19-20 of Spain squad’ decided for Euros as Nacho Fernandez makes late bid for Germany trip  Football Espana,"(8, 5, 2024)",NEGATIVE
Worth the €50 million – Why Nico Williams could be a good fit at Barcelona  Barca Universal,"(11, 5, 2024)",POSITIVE
Liverpool could target three Barcelona stars in Luis Díaz transfer deal  Liverpool.com,"(15, 5, 2024)",POSITIVE
"Xavi: ""Lewandowski? I didn't like being changed either""  MUNDO DEPORTIVO","(14, 5, 2024)",NEGATIVE
Exclusive: £49m Liverpool Star 'Likely to Push for Dream Transfer Away'  GIVEMESPORT,"(14, 5, 2024)",POSITIVE
Xavi explains the reason for Vitor Roque's situation and Lewandowski's change  FC Barcelona Noticias,"(14, 5, 2024)",NEGATIVE
Barcelona hold showdown talks with 25-year-old’s agent amid possibility of summer move  Football Espana,"(14, 5, 2024)",POSITIVE
Barcelona predicted lineup vs Almeria - La Liga  90min UK,"(15, 5, 2024)",NEGATIVE
Lewandowski's Poland set to clash at Hampden Park  MUNDO DEPORTIVO,"(9, 5, 2024)",POSITIVE
Intermediaries have now informed Chelsea that £50m Barcelona player is available  The Chelsea Chronicle - Chelsea FC News,"(12, 5, 2024)",POSITIVE
Great defender of his signing for Barça? Deco is reflected in Dani Olmo  FC Barcelona Noticias,"(12, 5, 2024)",POSITIVE
’19-20 of Spain squad’ decided for Euros as Nacho Fernandez makes late bid for Germany trip  Football Espana,"(8, 5, 2024)",NEGATIVE
FC Barcelona-Real Sociedad: Xavi's squad list for LaLiga matchday 35  FC Barcelona Noticias,"(13, 5, 2024)",POSITIVE
"Raphinha puts Barça first, but open to leaving with the right offer  MUNDO DEPORTIVO","(11, 5, 2024)",POSITIVE
Bayern Munich and Arsenal also interested in Barcelona target this summer  Football Espana,"(14, 5, 2024)",POSITIVE
Celebrating Fermín's consecration anniversary with a special event at the stadium this weekend! Don't miss out!  MUNDO DEPORTIVO,"(11, 5, 2024)",POSITIVE
Ferran Torres defends Pedri after his double against Rayo  FC Barcelona Noticias,"(20, 5, 2024)",POSITIVE
‘Let them keep barking’ – Barcelona forward sends message to Pedri after brilliant cameo  Barca Universal,"(20, 5, 2024)",POSITIVE
Liverpool could target three Barcelona stars in Luis Díaz transfer deal  Liverpool.com,"(15, 5, 2024)",POSITIVE
Pedri gears up for the Eurocopa  MUNDO DEPORTIVO,"(20, 5, 2024)",POSITIVE
Barcelona Player of the Season 2023-24 power rankings: Lamine Yamal has put Robert Lewandowski and Co. in the shade  Goal.com,"(22, 5, 2024)",POSITIVE
Barcelona predicted lineup vs Almeria - La Liga  90min UK,"(15, 5, 2024)",NEGATIVE
Barcelona not ruling out the summer departure of €35 million-rated forward  Barca Universal,"(21, 5, 2024)",POSITIVE
Fermín directs the victory of a Barça that is already 'caressing' the classification to the SuperCup  FC Barcelona Noticias,"(16, 5, 2024)",POSITIVE
Barca sink Almeria to strengthen grip on second spot  SNL24,"(16, 5, 2024)",NEGATIVE
Euro 2024: Portugal ta gayyaci Cancelo da Felix  BBC.com,"(22, 5, 2024)",NEGATIVE
FC Barcelona-Rayo Vallecano: List of Xavi's squad for matchday 37 of LaLiga  FC Barcelona Noticias,"(19, 5, 2024)",POSITIVE
Barcelona will have five player rotations against Almeira – report  Barca Universal,"(16, 5, 2024)",POSITIVE
Barca Cement Second Spot With Back-To-Back Wins | Soccer Laduma  SNL24,"(16, 5, 2024)",POSITIVE
Vitor Roque returned to play a month later in the midst of the 'fuss' over his future  FC Barcelona Noticias,"(17, 5, 2024)",NEGATIVE
Official: Barcelona announce starting lineup against Almeria  Barca Universal,"(16, 5, 2024)",POSITIVE
