player;text;date;lang
Ferran Torres;" Ferran Torres wraca do reprezentacji Hiszpanii. Zastąpi Olmo i Asensio, którzy doznali urazu. [
@martinezferran
] ()";2023-09-09T08:30:50.000Z;pl
Ferran Torres;"ASENSIO y OLMO no estarán frente a CHIPRE por lesión.

Les sustituyen FERRAN TORRES y YÉREMY PINO.";2023-09-09T10:10:29.000Z;es
Ferran Torres;Ferran Torres, convocado con la selección española;2023-09-10T19:59:27.000Z;es
Ferran Torres;" Cambios en la concentración de la 
@SEFutbol
.

 Ferran Torres y Yeremy Pino han recibido la llamada del seleccionador.

 Sustituyen a Dani Olmo y a Marco Asensio, tocados.";2023-09-09T09:28:12.000Z;es
Ferran Torres;"This is stats for last season.

If you think ferran Torres, lewandowski and Raphinha are a better attack than Grealish Halaand and doku you are decieving your self.

We have a great squad but not near peps city. If you put Halaand and Lewy on the table nobody is picking lewy.";2023-09-10T18:31:28.000Z;en
Ferran Torres;" Última hora de la 
@SEFutbol
 con 
@matoribio85
 

Sensaciones después del partido
Convocatoria de Ferrán Torres y Yeremi Pino por las lesiones de Asensio y Olmo 
Buen momento de Morata

con 
@sergioktorres";2023-09-09T21:37:38.000Z;es
Ferran Torres;"¡Ferran Torres se incorpora a la selección española!

Tras las lesiones de Asensio y Dani Olmo, Ferran y Yeremi Pino han sido los elegidos para substituirles
https://socblaugrana.com/noticias/ferran-torres-se-incorpora-a-la-seleccion-espanola…";2023-09-09T21:46:49.000Z;es
Ferran Torres;"Goles totales de Cristiano Penaldo y Lionel Pepsi a Alemania: 2
Goles del majestuoso e imponente tiburón Ferran a Alemania: 3

Debate? Nunca lo hubo.

Ferran Torres es el mejor jugador de la historia.";2023-09-09T13:11:56.000Z;es
Ferran Torres;Ferran Torres, convocado con la selección española;2023-09-09T13:23:34.000Z;es
Ferran Torres; Ferran Torres convocado! ;2023-09-09T13:37:49.000Z;es
Ferran Torres;Admin of the official YouTube account is a fan of Ferran Torres ;2023-09-10T12:30:51.000Z;en
Ferran Torres;Y convocan por delante a Asensio, Yeremi Pino, Ferrán Torres...;2023-09-09T14:14:53.000Z;es
Ferran Torres;Ton Manuel Neuer à pris un triplé de ferran torres ferme la;2023-09-09T19:50:34.000Z;fr
Ferran Torres;"Tal y como avanza Mundo Deportivo y podemos confirmar en 
@relevo
 , Ferran Torres vuelve a la Selección.

Será una de las piezas que sustituya a Olmo y Asensio. Merecida recompensa a su gran inicio de temporada.";2023-09-09T09:04:58.000Z;es
Ferran Torres;" Ferrán Torres et Yeremy Pino intègrent le rassemblement de l'Espagne pour le match face au Chypre

 Ils remplacent Dani Olmo et Asensio, forfaits pour blessure 

#LaRoja";2023-09-09T12:50:44.000Z;fr
Ferran Torres;"  Luis de la Fuente, seleccionador de España, llamó de emergencia a Ferrán Torres y Yeremy Pino, en sustitución de los lesionados Dani Olmo y Marco Asensio  

  España recibirá en la próxima jornada a la selección de Chipre, por las eliminatorias a la Euro2024 ";2023-09-09T14:01:52.000Z;es
Ferran Torres;Ferran Torres y Yeremy pino sustituyen a Asensio y Dani Olmo en la selección;2023-09-09T21:00:23.000Z;es
Ferran Torres;Luis de la Fuente llama a Ferran Torres y Yeremi Pino por las bajas de Asensio y Dani Olmo;2023-09-09T10:14:41.000Z;es
Ferran Torres;" Ferran Torres y Yeremy Pino, convocados por España ante Chipre.

Suplen a Dani Olmo y Marco Asensio, lesionados en el partido contra Georgia.";2023-09-09T10:08:51.000Z;es
Ferran Torres;"De cara al España vs Chipre del martes en Granada, la 
@SEFutbol
 llamó a Ferran Torres y Yéremi Pino para sustituir a los lesionados Marco Asensio y Dani Olmo.";2023-09-10T08:17:46.000Z;es
Ferran Torres;" Llegan los refuerzos a la 
@SEFutbol
 

 Ferran Torres y Yeremy Pino ya se encuentran en Las Rozas";2023-09-09T13:09:01.000Z;es
Ferran Torres; Luis De la Fuente llama a Ferran Torres y Yeremy Pino para sustituir a Asensio y Olmo;2023-09-09T11:07:59.000Z;es
Ferran Torres;Pues Luis Enrique ya no está en el banquillo y Ferran Torres vuelve a estar con la selección. A ver qué nos inventamos ahora;2023-09-09T13:49:48.000Z;es
Ferran Torres;"Ferran Torres y Yeremi Pino vuelven a 'La Roja'

https://epe.es/es/deportes/20230909/ferran-torres-yeremi-pino-vuelven-91885232…";2023-09-09T20:36:00.000Z;es
Ferran Torres;Cue the theme to Jaws ;2023-09-10T03:00:02.000Z;en
Ferran Torres;"OFICIAL: España, Ferran Torres y Yeremy Pino sustituyen en la concentración de la Selección para el partido ante Chipre a los lesionados Marco Asensio y Dani Olmo.

https://todomercadoweb.es/primer-plano/seleccion-ferran-torres-y-pino-sustituyen-en-la-convocatoria-a-asensio-y-olmo-462202…";2023-09-09T11:21:07.000Z;es
Ferran Torres;#España Ferran Torres y Yeremy Pino sustituyen a Olmo y Asensio https://proceso.hn/ferran-torres-y-yeremy-pino-sustituyen-a-olmo-y-asensio/…;2023-09-09T14:11:28.000Z;es
Ferran Torres;eles admirando o homem nosso ferran lionel messi torres sempre será ídolo ;2023-09-09T19:26:19.000Z;pt
Ferran Torres;Ferran Torres y Yéremi Pino sustituyen en la selección a los lesionados Dani Olmo y Marco Asensio;2023-09-09T18:00:00.000Z;es
Ferran Torres;" Ante las molestias de Asensio y Dani Olmo, De la Fuente llamó a Ferran Torres y Yeremi Pino 

 Ambos jugadores ya se encuentran concentrados con el resto de la Selección";2023-09-09T16:35:00.000Z;es
Ferran Torres;#GolCaracol  España prepara su próximo partido en su lucha por estar en la Eurocopa. Este sábado, Ferrán Torres y Yeremy Pino fueron las novedades en la práctica, citados para suplir las bajas por lesión de Dani Olmo y Marco Asensio.;2023-09-10T09:20:00.000Z;es
Ferran Torres;Ferran Torres and Pino called up by Spain;2023-09-09T11:26:00.000Z;en
Ferran Torres;#ÚLTIMAHORA Ferran Torres y Yeremy Pino se incorporan a la Selección para sustituir a Asensio y a Dani Olmo que se lesionaron ante Georgia;2023-09-09T10:13:27.000Z;es
Ferran Torres;Ferran Torres ha canviat la cara en aquest inici de temporada https://lesportiudecatalunya.cat/barca/article/2332065-ferran-desbloquejat.html?utm_source=twitter&utm_medium=xarxes&utm_campaign=xarxes…;2023-09-10T06:06:19.000Z;ca
Ferran Torres;¿Ferran Torres, titular? El 'Tiburón' tendrá una oportunidad de oro contra el Betis https://fcbarcelonanoticias.com/fc-barcelona/ferran-torres-titular-tiburon-tendra-oportunidad-oro-contra-betis_296018_102.html?utm_source=Twitter&utm_medium=Social&utm_content=Article…;2023-09-10T22:37:07.000Z;es
Ferran Torres;Ferran Torres y Yeremi Pino vuelven a 'La Roja' https://laopiniondemurcia.es/deportes/2023/09/09/ferran-torres-yeremi-pino-vuelven-91885227.html…;2023-09-09T14:00:43.000Z;es
Ferran Torres; Los jugadores de La Roja guarda un minuto de silencio en memoria de las víctimas del terremoto antes de su entrenamiento vespertino en el que la principal novedad fueron las incorporaciones de Ferran Torres y Yéremy Pino;2023-09-10T08:30:00.000Z;es
Ferran Torres;Ferran Torres y Yeremy pino sustituyen a Asensio y Dani Olmo en la selección;2023-09-09T11:18:36.000Z;es
Ferran Torres;Spain have called up Barcelona forward Ferran Torres and Villarreal midfielder Yeremy Pino to replace the injured Marco Asensio and Dani Olmo for their Euro 2024 qualifiers against Cyprus, the Spanish federation said.;2023-09-10T08:30:07.000Z;en
Ferran Torres;Ferran Torres y Yéremy Pino se suman a la concentración de La Roja #VamosEspaña #EURO2024  https://lasprovincias.es/deportes/futbol/seleccion-espanola/ferran-torres-yeremy-pino-suman-concentracion-roja-20230909155121-ntrc.html…;2023-09-09T13:53:52.000Z;es
Ferran Torres;"Ferran Torres y Yeremi Pino se incorporan a la selección española

Por 
@_Cesar_Suarez_
 

https://flashscore.es/noticias/futbol-eurocopa-ferran-torres-y-yeremi-pino-se-incorporan-a-la-seleccion-espanola/jDdXI6H7/…";2023-09-09T10:59:13.000Z;es
Ferran Torres;Ferran Torres y Yeremy Pino se incorporan a la selección tras las lesiones de Asensio y Olmo;2023-09-09T10:12:14.000Z;es
Ferran Torres;"Ferrán Torres y Yeremi Pino sustituyen a los lesionados Marco Asensio y Dani Olmo en la concentración de la 
@SEFutbol
 .";2023-09-09T10:12:48.000Z;es
Ferran Torres;"Última hora de la 
@SEFutbol
 con 
@fburgos4
 y 
@Alfremartinezz
 tras la convocatoria de Ferrán Torres y Yeremi Pino por las lesiones de Asensio y Olmo

 Escucha 
@RadioestadioN
 con 
@GonzaloPalafox
 EN DIRECTO";2023-09-09T21:18:07.000Z;es
Ferran Torres;" ÚLTIMA HORA

 Ferran Torres y Yeremy Pino se incorporan a la Selección para sustituir a Dani Olmo y a Asensio";2023-09-09T10:05:55.000Z;es
Ferran Torres;" Dani Olmo y Marco Asensio abandonan la concentración de España por lesión.

 Luis de la Fuente ha citado a Ferran Torres y Yeremy Pino como sustitutos. #EURO2024  https://rfef.es/es/noticias/ferran-torres-y-yeremy-pino-sustituyen-marco-asensio-y-dani-olmo-en-la-convocatoria-para…";2023-09-09T12:35:36.000Z;es
Ferran Torres;Spain have called up Barcelona forward Ferran Torres and Villarreal midfielder Yeremy Pino to replace the injured Marco Asensio and Dani Olmo for their Euro 2024 qualifiers against Cyprus, the Spanish federation said.;2023-09-10T08:30:07.000Z;en
Ferran Torres;Ferran Torres y Yéremy Pino se suman a la concentración de La Roja #VamosEspaña #EURO2024  https://lasprovincias.es/deportes/futbol/seleccion-espanola/ferran-torres-yeremy-pino-suman-concentracion-roja-20230909155121-ntrc.html…;2023-09-09T13:53:52.000Z;es
Ferran Torres;"Ferran Torres y Yeremi Pino se incorporan a la selección española

Por 
@_Cesar_Suarez_
 

https://flashscore.es/noticias/futbol-eurocopa-ferran-torres-y-yeremi-pino-se-incorporan-a-la-seleccion-espanola/jDdXI6H7/…";2023-09-09T10:59:13.000Z;es
Ferran Torres;Ferran Torres y Yeremy Pino se incorporan a la selección tras las lesiones de Asensio y Olmo;2023-09-09T10:12:14.000Z;es
Ferran Torres;"Ferrán Torres y Yeremi Pino sustituyen a los lesionados Marco Asensio y Dani Olmo en la concentración de la 
@SEFutbol
 .";2023-09-09T10:12:48.000Z;es
Ferran Torres;"Última hora de la 
@SEFutbol
 con 
@fburgos4
 y 
@Alfremartinezz
 tras la convocatoria de Ferrán Torres y Yeremi Pino por las lesiones de Asensio y Olmo

 Escucha 
@RadioestadioN
 con 
@GonzaloPalafox
 EN DIRECTO";2023-09-09T21:18:07.000Z;es
Ferran Torres;" ÚLTIMA HORA

 Ferran Torres y Yeremy Pino se incorporan a la Selección para sustituir a Dani Olmo y a Asensio";2023-09-09T10:05:55.000Z;es
Ferran Torres;" Dani Olmo y Marco Asensio abandonan la concentración de España por lesión.

 Luis de la Fuente ha citado a Ferran Torres y Yeremy Pino como sustitutos. #EURO2024  https://rfef.es/es/noticias/ferran-torres-y-yeremy-pino-sustituyen-marco-asensio-y-dani-olmo-en-la-convocatoria-para…";2023-09-09T12:35:36.000Z;es
Ferran Torres;Vale la pena señalar que hablé con Moisés y está dispuesto a poner la denuncia en dónde haya que ponerla para salvaguardar su integridad y la de su hijo https://x.com/mfernandez1610/mfernandez1610/status/1700301639691767810…;2023-09-09T00:16:28.000Z;es
Ferran Torres;FERRAN TORRES ;2023-09-17T17:50:54.000Z;es
Ferran Torres;Cómo se ve la vida desde que Ferran Torres lo dejó con la parienta:;2023-09-12T20:46:37.000Z;es
Ferran Torres;FERRAN TORRES HAS 17 GOALS FOR SPAIN, YES 17 GOALS... ;2023-09-12T20:42:36.000Z;en
Ferran Torres;Ferran Torres since the day he broke up with Sira Martínez (Lucho's daughter);2023-09-12T21:11:32.000Z;en
Ferran Torres;FERRAN TORRES EL MEJOR TIBURON DEL MUNDO GOL DE FALTA PARA LA HISTORIA CONTRA EL BETIS;2023-09-16T20:25:27.000Z;es
Ferran Torres;"*Te deja la novia a ti*:

Depresión, soledad, matarte a pajas, renegar del amor 

Ferran torres:";2023-09-17T14:29:49.000Z;es
Ferran Torres; El equipo de Ferran Torres en Call Of Duty se llama “La Tiburoneta”.;2023-09-17T21:07:28.000Z;es
Ferran Torres;"FERRAN TORRES JUEGA PARA LA
GENTE QUE SABE DE FÚTBOL, GOLAZO ";2023-09-16T20:29:33.000Z;es
Ferran Torres; Ferran Torres;2023-09-17T15:58:37.000Z;es
Ferran Torres;" | Ferran Torres: ""I think I'm on the right path. Every time I have an opportunity I must show what I am capable of.""";2023-09-12T21:25:19.000Z;en
Ferran Torres;The Crazy redemption of Habibi Ferran torres aka the ;2023-09-17T15:42:11.000Z;en
Ferran Torres;"Ferran Torres c’est quoi ça ? 
Les autres dites rien";2023-09-17T12:02:28.000Z;fr
Ferran Torres;Ferran Torres sigue callando bocas y es uno de los mejores delanteros de la actualidad.;2023-09-17T12:22:26.000Z;es
Ferran Torres;" Periodista: ""Te acusaban que venías a la selección por 'enchufe"" 

 Ferrán Torres: ""Tengo a toda la prensa BLOQUEADA. No me aporta NADA.""";2023-09-13T17:17:36.000Z;es
Ferran Torres;Ferran Torres en media hora ha igualado los goles de Vinicius Jr jugando 5 años con su selección.;2023-09-13T19:26:59.000Z;es
Ferran Torres;Había gente que quería vender a Ferran Torres para seguir casada con el inútil de Dembélé.;2023-09-15T19:38:05.000Z;es
Ferran Torres;"Ferrán Torres :

""A nivel mental estoy hecho un toro, nadie va a poder conmigo""

TE AMAMOS,TIBURON 

 #BarçaRealBetis";2023-09-16T20:25:54.000Z;es
Ferran Torres;"Ferran Torres sigue callando bocas y es uno de los mejores delanteros de la actualidad.

Pero como no baila, no provoca y no te acusa de racismo entonces no se le reconocerá como tal.

Soy Madridista, pero me gustaría tener a un delantero como Ferran.";2023-09-16T20:31:11.000Z;es
Ferran Torres;"Fueras de juego clarísimos del Real Madrid en el medio del campo, dejan acabar la jugada.

Ferran Torres está habilitado, no dejan acabar la jugada y señalan fuera de juego.";2023-09-17T20:07:16.000Z;es
Ferran Torres;FERRAN TORRES! Officially a redemption season. Unreal mentality. ;2023-09-16T20:24:31.000Z;en
Ferran Torres;FERRAN MF TORRES;2023-09-17T18:45:37.000Z;es
Ferran Torres; Ferran Torres is the first player to score a free kick for FC Barcelona since Lionel Messi on the 2nd of May, 2021. ;2023-09-17T15:36:02.000Z;en
Ferran Torres;En 2023-24, 100% des tirs cadrés de Ferran Torres se sont terminés par un but (3/3).;2023-09-17T09:47:05.000Z;ca
Ferran Torres;"¿Quien es Ferran Torres?
En geografía,mi mundo
En historia,Mi rey
En matemática,Mi solución 
En biología,mi medicina 
En mitología,mi dios
En astronomía,mi universo 
Para el ciego,es la luz
Para el hambriento,Es el pan
Para las cervezas,Es mi Blue Label
Para mí, es mi todo";2023-09-17T13:52:26.000Z;es
Ferran Torres;" Ferran Torres ya suma cuatro goles en 85 minutos con el Barça y la selección española esta temporada.

[Vía 
@FabrizioRomano
 ]";2023-09-13T10:09:08.000Z;es
Ferran Torres;Ferran Torres … we’ve created a monster ;2023-09-17T17:49:18.000Z;en
Ferran Torres;"Ferran Torres pourrait voir sa forme récompensé avec sa première titularisation de la saison ce soir. 

(Sport)";2023-09-16T06:50:02.000Z;fr
Ferran Torres;" | ¡Habrá descanso para jugadores en el Barcelona - Antwerp!

Los jugadores que descansarán serán Lewandowski, Oriol Romeu y Christensen.

Por esos jugadores jugarán Gündogan, Ferrán Torres e Íñigo Martínez.";2023-09-17T14:59:19.000Z;es
Ferran Torres;Ferran Torres has more freekick goals than Haaland and Mbappe.;2023-09-17T08:46:51.000Z;en
Ferran Torres;Ñam, ñam ;2023-09-12T22:23:31.000Z;es
Ferran Torres;"  Xavi Hernández, feliz por Ferran Torres: 

 ""El mérito es exclusivamente suyo""  

 ""Nadie creía en él, y él solito ha girado la tortilla""";2023-09-16T22:48:48.000Z;es
Ferran Torres;" El 'efecto tiburón'

 Sin casi ser titular, Ferran Torres acumula un promedio sorprendente. Ha disputado 156 minutos, 127 de azulgrana y apenas 29 con el combinado nacional. La media ya la querrían muchos de los grandes goleadores europeos: un tanto cada 31 minutos";2023-09-17T11:34:14.000Z;es
Ferran Torres;Partidazo el de ayer los joaos demostrando sus talentos ferran torres demostrando que debe ser titular terstegen siendo un muro que no se puede perforar balde un puñal por la banda izquierda visca al barça;2023-09-17T16:38:17.000Z;es
Ferran Torres;" Ferran Torres dijo: “A nivel mental estoy hecho un toro”

 Xavi: ""Se han reido de él. Ha girado la tortilla él solo. Tiene una fuerza mental espectacular""";2023-09-15T15:41:05.000Z;es
Ferran Torres;" Ferran Torres tiene números de AUTÉNTICO CRACK 

 https://youtu.be/e6AmMUk5UsU?si=jspnxIZSbp-5hwp9…

#FCBarcelona";2023-09-17T13:52:33.000Z;es
Ferran Torres;"3-0 Barcelona.

FERRAN TORRES SCORES A BEAUTIFUL FREE KICK !!!!! HE IS ON FIRE !!!!!!";2023-09-16T20:24:37.000Z;en
Ferran Torres;;2023-09-17T13:47:32.000Z;qme
Ferran Torres;" ¡XAVI SOBRE FERRAN TORRES!

  ""Prácticamente se han reído de él, que no servía, y mira lo que ha hecho. Es un ejemplo""";2023-09-15T15:29:16.000Z;es
Ferran Torres; | Ferrán Torres averages a goal every 38 minutes ;2023-09-16T20:36:28.000Z;ca
Ferran Torres; Ferran Torres: “Senti que tinha caído num poço sem fundo. Nunca tinha desmoronado tanto. Me coloquei nas mãos de um psicólogo. Costumo ir 1-2 vezes por semana. A minha família também me ajudou, tenho um ambiente muito saudável. Eu prometi a Xavi que voltaria a ser eu.”;2023-09-13T15:05:58.000Z;pt
Ferran Torres;" Xavi sur Ferran Torres :

« J'ai dit à Ferran hier que ce qu'il fait avait une grande valeur. Il a renversé la situation tout seul. Il est également un modèle pour ses coéquipiers. Il sera important pour nous »";2023-09-15T15:44:05.000Z;fr
Ferran Torres;"Ferran Torres this season:

• 63 minutes with Barça - 2 goals.
• 22 minutes with Spain - 2 goals.

He is back! ";2023-09-12T20:32:01.000Z;en
Ferran Torres;Vous ne rêvez pas, c’est bel et bien Ferran Torres qui inscrit le premier but sur coup-franc du FC Barcelone depuis le départ de Messi.;2023-09-16T20:27:01.000Z;fr
Ferran Torres;"Ferran Torres: ""I'm working really hard on the pitch, showing what I'm capable of... Showing that I can be important for Barça.""";2023-09-12T21:44:42.000Z;en
Ferran Torres;"Ferran Torres has now scored four goals in 85 minutes with Barça and Spanish national team this season 

He hadn't been called up to national team since World Cup, came on in the 61st minute... scored twice in 22 minutes.

""In the mental issue, I'm a bull"", he said in July.";2023-09-13T06:17:00.000Z;en
Ferran Torres;"Ferrán Torres na temporada 2023/24 (Barcelona + Espanha):

9 jogos (295 minutos)
8 gols

- Média de 1 gol a cada 36 minutos!";2023-09-16T20:34:42.000Z;pt
Ferran Torres;"- Kylian Mbappe has scored 0 FreeKicks this season
- Erling Haaland has scored 0 FreeKicks this season
- Marcus Rashford has scored 0 FreeKicks this season 
- Vinicius Jr has scored 0 FreeKicks this season
Ferran Torres has scored 1 FreeKick this season.
Don’t @ me ever again !!";2023-09-17T11:20:06.000Z;en
Ferran Torres;"FERRAN ES MI PUTO IDOLO

Su quipo en el Call of Duty se llama ""La Tiburoneta""

Y todavía hay gente que no se ha subido a #LaTiburoneta de Ferran Torres";2023-09-17T18:40:24.000Z;es
Ferran Torres;Tuvieron que pasar 2 años, 4 meses, 14 días y 41 intentos para que el Barcelona logre convertir un gol de tiro libre. Ferran Torres logró terminar con esta mala racha y convirtió ante el Betis... ¡El último había sido Lionel Messi! Increíble pero real. ¿Nace un especialista?;2023-09-17T13:44:55.000Z;es
Ferran Torres;"Raphinha, Lewandoski and Ferran Torres last night ! 
And next up we’ve Antwerp in the champions league 
We’re feasting big time, anything less than 5-0 would be unacceptable ! 
That game needs to be a warning message to all European teams !";2023-09-17T16:14:20.000Z;en
Ferran Torres;Ferran Torres is the first Barcelona player to score a direct free kick goal since Lionel Messi ;2023-09-16T20:34:02.000Z;en
Ferran Torres;"Ferran Torres is an absolute goal magnet right now. Even when he's not having his best performance, he still gets a goal.

Incredible freekick.";2023-09-16T20:25:08.000Z;en
Ferran Torres;Que no lo vea Ferrán Torres;2023-09-17T19:05:18.000Z;es
Ferran Torres;ferran torres tiene pinta de ser tu amigo hetero que no entiende nada de activismo ni términos pero te defendería del bully que te llama maricon;2023-09-17T12:55:31.000Z;es
Ferran Torres;Ferran Torres confesó que intentó tirar la falta por arriba. Le pegó mal y terminó siendo un golazo. Es lo que tiene estar de dulce y que te salga absolutamente todo. Que siga así. ;2023-09-17T12:09:02.000Z;es
Ferran Torres;" Ferran Torres was key to the two Joãos feeling comfortable from the beginning. He already knew Cancelo since his visit to Valencia. Later, their paths crossed again in Manchester City. 

——
@Jordigil";2023-09-17T17:47:55.000Z;en
Ferran Torres;" Ferrán Torres já marcou 2 gols pelo Barcelona e 2 gols pela Espanha na temporada.

O Torres inflopável? ";2023-09-12T20:51:54.000Z;pt
Ferran Torres;" El resurgir de Ferran Torres en #LALIGA 

#ElPostDeDAZN ";2023-09-17T21:57:15.000Z;ca
Ferran Torres;" JUST IN: Ferran Torres has been KEY to make both Joãos feel comfortable from the very beginning. He already knew Cancelo from his time at Valencia. Later, their paths crossed again at Manchester City. 
@Jordigil";2023-09-17T17:39:01.000Z;en
Ferran Torres;" El tiburón Ferran Torres está con hambre esta temporada 

 2 goles en 63 minutos con el Barça
 2 goles en 22 minutos con España";2023-09-13T11:02:29.000Z;es
Ferran Torres;El internacional Ferrán Torres manda ánimos al CF Castellnovo;2023-09-17T15:45:01.000Z;es
Ferran Torres;From watching that Joao Felix, Lewandowski and Ferran Torres masterclass to watching that Mudryk Jackson and Sterling Haram ball;2023-09-17T15:30:55.000Z;en
Ferran Torres;"Ferran Torres has scored five goals in the 156 minutes he has played between Barça and the Spanish national team this season. He therefore averages a goal every 31 minutes. 
@gbsans";2023-09-17T15:16:26.000Z;en
Ferran Torres;"FERRAN TORRES SCORES A FREEKICK!!!

3-0!!!!";2023-09-16T20:24:21.000Z;en
Ferran Torres;Hier, Ferran Torres a mis fin à une disette de 867 jours au Barça sans marquer de coup franc direct ! 2 ans, 4 mois et 14 jours ont passé depuis le dernier CF marqué par Leo Messi face à Valence.;2023-09-17T11:09:15.000Z;fr
Ferran Torres;"| Ferran Torres has been key in making both João Cancelo & João Felix comfortable at Barcelona. He already knew Cancelo from his time at Valencia. Later, their paths crossed again at Manchester City. [
@sport
] #fcblive";2023-09-17T20:25:44.000Z;en
Ferran Torres;".
@Blayasensat
: ""The best Ferran Torres comes from finishing in the box after starting the plays himself. He occupies the box very well and has an eye for goal. His start to the season should not surprise anyone: Ferran is a very good player.""";2023-09-13T12:30:00.000Z;en
Ferran Torres;".
@Boncopdefail
: ""No Barça player should undergo psychological therapy to overcome 2 years of  criticism from his own fanbase. They destroyed his confidence... It's very toxic that the same people who bullied Ferran Torres are now praising his ability to overcome that bullying.""";2023-09-17T15:40:40.000Z;en
Ferran Torres;"867 giorni dopo Messi 
Il Barça torna a segnare su punizione con Ferrán Torres 
L’ultimo, di Leo, il 2 maggio 2021 contro il Valencia 

#FerranTorres #Barcellona #LaLiga #DAZN";2023-09-17T11:54:39.000Z;it
Ferran Torres;Ferran Torres no lo tenía fácil este verano. No era de los imprescindibles y venía de una temporada floja. Trabajando, sin quejarse y sin victimismo, le está dando la vuelta a su situación a base de goles en los pocos minutos que tiene. Si sigue así será muy valioso para el Barça;2023-09-12T21:33:40.000Z;es
Ferran Torres;And Rodrygo has more than Ferran Torres in his career One against a mighty Bayern team;2023-09-17T11:17:46.000Z;en
Ferran Torres;"I’ve saved my “I told you” moment for the last day of the season but with Ferran, everybody has learned a valuable lesson -

“When you are good, you are good.”

Shark or Bull whatever, Ferran Torres is scary in 2023.";2023-09-13T06:05:01.000Z;en
Ferran Torres;"Vini Jr em abril: “Ferran, você é horrível irmão, você é horrível!”

Riqui Puig em agosto de 2022: “Ferran Torres? Guardiola nem o queria. Ele jogou 12 partidas em 21/22.” 

Ferran Torres na temporada atual:

- 9 jogos (295 minutos)
- 8 gols
- Média de 1 gol a cada 36 minutos!";2023-09-17T14:37:27.000Z;pt
Ferran Torres;" Xavi on 
@FerranTorres20
: 

❝You have to give him a lot of credit. He’s been able to turn the situation around all by himself. He has spectacular mental strength. He’s an example for everyone.❞";2023-09-15T15:24:56.000Z;en
Ferran Torres;"FERRAN TORRES 

 ""Para ser honesto, intenté lanzar el tiro libre por encima de la barrera, pero salió así. ¡Cuando las cosas te van bien, el balón incluso entra sin querer!"".";2023-09-16T22:06:34.000Z;es
Ferran Torres;"Nombre de but sur coup franc 

Haaland : 0
Mbappé : 0
Vinicius : 0

Ferran Torres : 1

Les hommes mentent mais pas les chiffres.";2023-09-17T21:51:14.000Z;fr
Ferran Torres;"La mentalidad. La cabeza. Ese enemigo o aliado que todos tenemos.

La controlas y todo cambia.

Ferrán Torres hizo click arrancando la temporada. Se siente invencible y lo demuestra en la cancha. Pasó de casi salir del Barcça a ser una pieza importante para Xavi.

EL TIBURÓN ";2023-09-17T14:25:49.000Z;es
Ferran Torres;Ferran Torres está rindiendo saliendo desde el banquillo. Cuando el rival está cansado muerde como un tiburón. Seguramente rinde mejor ahora mismo de revulsivo que de titular.;2023-09-12T20:31:04.000Z;es
Ferran Torres;"Ferran Torres has been cooking crazy like Gordon Ramsay, ever since his breakup with Lucho's daughter. He's playing on a whole different dimension at the moment.

That Polish truck-driver better regain his form/confidence back, otherwise the shark will eventually bench him.";2023-09-12T20:36:38.000Z;en
Ferran Torres; FERRAN TORRES A VAINCU LA MALÉDICTION !!!;2023-09-16T20:27:45.000Z;fr
Ferran Torres;"Moins de CF que Ferran El tiburón Torres 
Qu’est-ce que tu penses de ta carrière Kylian Zedong";2023-09-17T13:38:30.000Z;ca
Ferran Torres;"¿Quien es Ferran Torres?
En geografía, mi mundo.
En historia, mi rey.
En matemática, mi solución.
En biología, mi medicina.
En mitología, mi dios.
En astronomía, mi universo.
Para el ciego, es la luz.
Para el hambriento, es el pan.
Para mi, es mi todo.";2023-09-17T15:53:47.000Z;es
Ferran Torres;"If Barça had their way, Ferran Torres would’ve been the first attacker to leave. But Ferran wasn’t having any of it. He put his foot down, dug deep, and essentially made himself untouchable.

Now, he looks sharper and more motivated than ever — the perfect response to adversity.";2023-09-15T08:15:32.000Z;en
Ferran Torres;Ferran Torres averages a goal for every 31 minutes for Barca;2023-09-17T09:21:02.000Z;en
Ferran Torres;"Espera, espera...quién se apoda en el Valencia "" tiburón ""??? Guillamón!!! Y si se repente Hugo se hace un Ferrán Torres y se convierte en el rey del centro del campo??? Todo está en la cabecita...veremos a ver...el tiempo lo dirá.";2023-09-17T15:53:26.000Z;es
Ferran Torres;Ferran Torres està mentalment preparat per aguantar 3 pandèmies, dos referèndums no vinculants, un debat amb Pilar Rahola i totes les cançons de The Tyets mentre s'alimenta només de patata i mongeta tendra.;2023-09-17T09:23:26.000Z;ca
Ferran Torres;Ferran Torres has scored 7 goals in his last 8 games. ;2023-09-12T20:50:45.000Z;en
Ferran Torres;"Tengo un dato sobre Ferran Torres que va a remover todo Twitter Futbol. 

5 favs y lo suelto.";2023-09-17T11:03:51.000Z;es
Ferran Torres;"What are your 23/24 predictions:

Champions league winner: Barça
La Liga winner: Barça
Premier league winner: Barça
Serie A winner: Barça
Euro 2024 winner: Barça 
Ballon d’or winner: Ferran Torres";2023-09-17T17:12:18.000Z;ca
Ferran Torres;"Los números de Ferrán Torres en el inicio de temporada.

 4 partidos

 3 goles

133 minutos

 1 titularidad y 3 suplencias.";2023-09-17T16:04:56.000Z;es
Ferran Torres;Tiene cojones lo que es la mente humana que Ferrán no hace mucho era un boquerón además en vinagre de lo muerto que estaba  y ahora es un puto megalodón.;2023-09-16T20:29:53.000Z;es
